PPN	creator	dataProvider	date	format	identifier	isShownAt	issued	object	provider	publisher	rights	source	spatial	subject	title	type
PPN833820273	Phileleutherus < Helvetius>,	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1762	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001AEA200000000	http://resolver.staatsbibliothek-berlin.de/SBB0001AEA200000000	1762	http://digital.staatsbibliothek-berlin.de/europeana/PPN833820273/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Fox	Open Access	Phileleutherus < Helvetius>,: De Miraculis, quæ Pythagoræ, Apollonio Thyanesi, Francisco Assisio, Dominico & Ignatio Lojolæ tribuuntur, Libellus. Edimburgi  Berlin 1762	Edimburgi	Historische Drucke	De Miraculis, quæ Pythagoræ, Apollonio Thyanesi, Francisco Assisio, Dominico & Ignatio Lojolæ tribuuntur, Libellus	Monograph
PPN826258964	Sarpi, Paolo	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1750	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019D7F00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019D7F00000000	1750	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Mulleri	Open Access	Sarpi, Paolo: Opere Varie Del Molto Reverendo Padre F. Paolo Sarpi Dell'Ordine De'Servi Di Maria Theologo Consultore Della Serenissima Repubblica Di Venezia Divise In Due Tomi. Helmstat  Berlin 1750	Helmstat	Historische Drucke	Opere Varie Del Molto Reverendo Padre F. Paolo Sarpi Dell'Ordine De'Servi Di Maria Theologo Consultore Della Serenissima Repubblica Di Venezia Divise In Due Tomi	Multivolume work
PPN825725763	Hardt, Hermann	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1718	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019CE300000000	http://resolver.staatsbibliothek-berlin.de/SBB00019CE300000000	1718	http://digital.staatsbibliothek-berlin.de/europeana/PPN825725763/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schnorrius	Open Access	Hardt, Hermann: Monumentum Jubilæi Humanitatis & Fontium sacrorum: Quæ Dei providentia, Reuchlini [et] Erasmi beneficio, ante hæc duo secula circa annum 1517 ... Pentateuchum in fontibus hebræis ex nativa linguæ indole, remota antiquitate, historia & geographia veteri, In Academia Julia A. 1717. curata recensione publice illustravit, totumque volumen A. 1718. die 2. Junii absolvit Hermann. von der Hardt/ Acad. Jul. Senior & Præpos. Mariæb.. Helmstadii  Berlin 1718	Helmstadii	Historische Drucke	Monumentum Jubilæi Humanitatis & Fontium sacrorum: Quæ Dei providentia, Reuchlini [et] Erasmi beneficio, ante hæc duo secula circa annum 1517 ... Pentateuchum in fontibus hebræis ex nativa linguæ indole, remota antiquitate, historia & geographia veteri, In Academia Julia A. 1717. curata recensione publice illustravit, totumque volumen A. 1718. die 2. Junii absolvit Hermann. von der Hardt/ Acad. Jul. Senior & Præpos. Mariæb.	Monograph
PPN828674248	Mezler, Johann Benedict	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1769	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A4A400000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A4A400000000	1769	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Mezler	Open Access	Mezler, Johann Benedict: Johann Benedict Mezlers Buchhändlers in Stuttgart Universal-Catalogus, oder vollständiges Verzeichniß aller in dessen Handlung sich befindenden Bücher mit beygesezten Preisen nach alphabetischer Ordnung. Stuttgart  Berlin 1769	Stuttgart	Historische Drucke	Johann Benedict Mezlers Buchhändlers in Stuttgart Universal-Catalogus, oder vollständiges Verzeichniß aller in dessen Handlung sich befindenden Bücher mit beygesezten Preisen nach alphabetischer Ordnung	Multivolume work
PPN825610001	Matthesius, Christoph Lorenz  Heumannus, Johannes David	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1725	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019C6200000000	http://resolver.staatsbibliothek-berlin.de/SBB00019C6200000000	1725	http://digital.staatsbibliothek-berlin.de/europeana/PPN825610001/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Marggraf	Open Access	Matthesius, Christoph Lorenz  Heumannus, Johannes David: Aristarchos Grammatikos  Exercitatio Philologica Quam Rectore ... Domino Guilielmo Henrico Duce Saxoniae ... Permissu D. [] Iul. A. R. S. MDCCXXV. Publice Examinandam Exhibet Praeses M. Christ. Laur. Matthesius, Orlamund. Thuring. Respondente Jo. Dav. Heumanno, Altstadiensi. Jenae  Berlin 1725	Jenae	Historische Drucke	Aristarchos Grammatikos	Monograph
PPN825609410	Syrbius, Joannes Jacobus  Cappelmann, Andreas	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1711	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019C6100000000	http://resolver.staatsbibliothek-berlin.de/SBB00019C6100000000	1711	http://digital.staatsbibliothek-berlin.de/europeana/PPN825609410/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Muller	Open Access	Syrbius, Joannes Jacobus  Cappelmann, Andreas: De Re Scholastica Recte Constituenda Schediasma Philosophicum  Rectore ... Domino Guilielmo Henrico Duce Saxoniae .... Ienae  Berlin 1711	Ienae	Historische Drucke	De Re Scholastica Recte Constituenda Schediasma Philosophicum	Monograph
PPN825610397	Hertel, Christianus Fridericus  Radetzky, Johannes Ernestus Gottlieb	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1730	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019C6300000000	http://resolver.staatsbibliothek-berlin.de/SBB00019C6300000000	1730	http://digital.staatsbibliothek-berlin.de/europeana/PPN825610397/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Buch	Open Access	Hertel, Christianus Fridericus  Radetzky, Johannes Ernestus Gottlieb: De Johannis Constantis In Augustanam Confessionem Meritis Singularibus Diatribe Historica  Quam Divinis Auspiciis Rectore ... Domino Guilielmo Henrico, Duce Saxoniae ... Incluti Philosophorum Ordinis Consensu Publico Eruditorum Examini Submittit M. Christian. Fridericus Hertel Respondente Johanne Ernesto Gottlieb De Radetzky Silesio Th. Cult. D. [] Ian. Anno Iubilaeo Augustanae Confessionis Secundo. Ienae  Berlin 1730	Ienae	Historische Drucke	De Johannis Constantis In Augustanam Confessionem Meritis Singularibus Diatribe Historica	Monograph
PPN825836611	Lullus, Raymundus  Störcklein, Johann Henrie	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1722	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019CF200030000	http://resolver.staatsbibliothek-berlin.de/SBB00019CF200030000	1722	http://digital.staatsbibliothek-berlin.de/europeana/PPN825836611/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Officina Typographica Mayeriana	Open Access	Lullus, Raymundus  Störcklein, Johann Henrie: In quo continentur sequentes Tractatus: Introductoria Artis Demonstrativæ. Ars Demonstrativa. Lectura super Figuras Artis Demon. Liber Chaos. Compendiu[m] seu Com[m]entu[m] Art. Dem. Ars inveniendi Particularia in Univ. Liber Propositionum secundùm Artem Demonstrativam. Moguntiae 1722	Moguntiae	Historische Drucke	In quo continentur sequentes Tractatus: Introductoria Artis Demonstrativæ. Ars Demonstrativa. Lectura super Figuras Artis Demon. Liber Chaos. Compendiu[m] seu Com[m]entu[m] Art. Dem. Ars inveniendi Particularia in Univ. Liber Propositionum secundùm Artem Demonstrativam	Volume
PPN825826543	Lullus, Raymundus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1721	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019CF200000000	http://resolver.staatsbibliothek-berlin.de/SBB00019CF200000000	1721	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Officina Typographica Mayeriana	Open Access	Lullus, Raymundus: Beati Raymundi Lulli Doctoris Illuminati Et Martyris Opera. Quinque Sæculorum Vicissitudinibus Illæsa Et Integra Servata, Ex omnibus Terrarum Orbis partibus iam collecta, recognita, à mendis purgata, & in unum corpus adunata ... Divo Authore perductam. In Qua Deus Et Creatura, Infinitum Et Finitum miro modo confluunt in unum Opus Sapientiæ & Scientiæ, Sapientibus & Prudentibus huius Sæculi absconditum, Parvulis autem revelatum & manifestum. Comprehenditur primis quatuor Tomis Methodus hactenus incognita Syntheseos & Analyseos speciosæ universalissima realis & intentionalis, naturalis & artificialis ... quidquid in hac mortali Vita humanus Intellectus attingere & Voluntas capere potest. Moguntiae  Berlin 1721	Moguntiae	Historische Drucke	Beati Raymundi Lulli Doctoris Illuminati Et Martyris Opera. Quinque Sæculorum Vicissitudinibus Illæsa Et Integra Servata, Ex omnibus Terrarum Orbis partibus iam collecta, recognita, à mendis purgata, & in unum corpus adunata ... Divo Authore perductam. In Qua Deus Et Creatura, Infinitum Et Finitum miro modo confluunt in unum Opus Sapientiæ & Scientiæ, Sapientibus & Prudentibus huius Sæculi absconditum, Parvulis autem revelatum & manifestum. Comprehenditur primis quatuor Tomis Methodus hactenus incognita Syntheseos & Analyseos speciosæ universalissima realis & intentionalis, naturalis & artificialis ... quidquid in hac mortali Vita humanus Intellectus attingere & Voluntas capere potest	Multivolume work
PPN826112498	Hardt, Hermannus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1729	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019D6300000000	http://resolver.staatsbibliothek-berlin.de/SBB00019D6300000000	1729	http://digital.staatsbibliothek-berlin.de/europeana/PPN826112498/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schnorrius	Open Access	Hardt, Hermannus: Sperare. In Academicorum Civium Fortunam Suasit A. MDCCXXIX. Eunte Mense Augusto Hermannus von der Hardt, Academiæ Iuliæ Prorector. Helmstadii  Berlin 1729	Helmstadii	Historische Drucke	Sperare. In Academicorum Civium Fortunam Suasit A. MDCCXXIX. Eunte Mense Augusto Hermannus von der Hardt, Academiæ Iuliæ Prorector	Monograph
PPN826111475	Hardt, Hermannus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1718	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019D5D00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019D5D00000000	1718	http://digital.staatsbibliothek-berlin.de/europeana/PPN826111475/00000013.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schnorrius	Open Access	Hardt, Hermannus: Gorgones Cum Phorco & Græis ex veteri geographia & historia in amplam Poëtarum Græcorum & Latinorum lucem A. MDCCXVIII. mense Septembri demonstrata. Helmstadii  Berlin 1718	Helmstadii	Historische Drucke	Gorgones Cum Phorco & Græis ex veteri geographia & historia in amplam Poëtarum Græcorum & Latinorum lucem A. MDCCXVIII. mense Septembri demonstrata	Monograph
PPN832391883	Nonnotte, Claude François	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1781	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A9EC00020000	http://resolver.staatsbibliothek-berlin.de/SBB0001A9EC00020000	1781	http://digital.staatsbibliothek-berlin.de/europeana/PPN832391883/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Benedikt	Open Access	Nonnotte, Claude François: Die Irrthümer des Herrn von Voltaire. Presburg 1781	Presburg	Historische Drucke	Die Irrthümer des Herrn von Voltaire	Volume
PPN833621343	Maemminger, Paul  Nieremberger, Nicolaus  Ursin, Georg Heinrich  Meyer, Jean  Thill, Johann Gottlieb  Ernestus, W. P.  Barth, J. A.  Koch, Johann Georg  Stroelinus, Joh. Antonius  Morath, M. El.  Aeschingerus, Joh. Sigism.  Metzger, Johann Joachim  Dieterichs, Joh. G. N.  W., Joh. Erh.  Wild, Johannes Christoph  Nieremberger, Gottlieb Ludovicus  Harrer, Georg Theophil  Fabritio, Johannes Christianus  Meyer, Joh.  Elsperger, Joh. Lud.  Ursin, Johann Heinrich  Straskircher, Johann Jacob  Wendler, Johann Albrecht  Wild, Johann Christoph  Wild, Isabella Jacobe	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1702	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001AE5000000000	http://resolver.staatsbibliothek-berlin.de/SBB0001AE5000000000	1702	http://digital.staatsbibliothek-berlin.de/europeana/PPN833621343/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Hofmannus	Open Access	Maemminger, Paul  Nieremberger, Nicolaus  Ursin, Georg Heinrich  Meyer, Jean  Thill, Johann Gottlieb  Ernestus, W. P.  Barth, J. A.  Koch, Johann Georg  Stroelinus, Joh. Antonius  Morath, M. El.  Aeschingerus, Joh. Sigism.  Metzger, Johann Joachim  Dieterichs, Joh. G. N.  W., Joh. Erh.  Wild, Johannes Christoph  Nieremberger, Gottlieb Ludovicus  Harrer, Georg Theophil  Fabritio, Johannes Christianus  Meyer, Joh.  Elsperger, Joh. Lud.  Ursin, Johann Heinrich  Straskircher, Johann Jacob  Wendler, Johann Albrecht  Wild, Johann Christoph  Wild, Isabella Jacobe: Gamelia, A Viro Prænobilissimo, Excellentissimo, Consultissimo[que] Dno. Johanne Christophoro Wildio, Illustris Reipublicæ Patriæ Consiliario, Venerandi Synedrii Symbulo ... Sponso, cum ... Isabella Jacobe, Viri ... Dni. Joh. Mauritii Freytagii, Incliti Dicasterii Patrii Assessoris Digniss. p. m. Relicta Vidua, Sponsa, Lætis Auspicii Celebrata Postr. Cal. Maj. A.O.R. M.DCCII. Debitis Hisce Gratulationib. Votis[que] Prosequebantur Amicitia Et Pietate Ad Officium Hoc Præstandum Inducti. [Regensburg]  Berlin 1702	[Regensburg]	Historische Drucke	Gamelia, A Viro Prænobilissimo, Excellentissimo, Consultissimo[que] Dno. Johanne Christophoro Wildio, Illustris Reipublicæ Patriæ Consiliario, Venerandi Synedrii Symbulo ... Sponso, cum ... Isabella Jacobe, Viri ... Dni. Joh. Mauritii Freytagii, Incliti Dicasterii Patrii Assessoris Digniss. p. m. Relicta Vidua, Sponsa, Lætis Auspicii Celebrata Postr. Cal. Maj. A.O.R. M.DCCII. Debitis Hisce Gratulationib. Votis[que] Prosequebantur Amicitia Et Pietate Ad Officium Hoc Præstandum Inducti	Monograph
PPN826111890	Hardt, Hermannus  Heidmanus, Christophorus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1724	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019D5E00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019D5E00000000	1724	http://digital.staatsbibliothek-berlin.de/europeana/PPN826111890/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schnorrius	Open Access	Hardt, Hermannus  Heidmanus, Christophorus: Hermanni von der Hardt Ac. Iul. Sen. Et Præp. Mar. In Palæstinæ Geographiam Index Et Symbola Centum, In Dulcem Secularem Memoriam Christophori Heidmani In Academia Hac Iulia Ante Seculum Professoris Philosophi, Qui A. 1624. Omnium In Germania Primus Palæstinam Privato Collegio Illustravit, Et A. 1625. Apud Nos Edidit. Cum Approbatione Academica. Helmstadii  Berlin 1724	Helmstadii	Historische Drucke	Hermanni von der Hardt Ac. Iul. Sen. Et Præp. Mar. In Palæstinæ Geographiam Index Et Symbola Centum, In Dulcem Secularem Memoriam Christophori Heidmani In Academia Hac Iulia Ante Seculum Professoris Philosophi, Qui A. 1624. Omnium In Germania Primus Palæstinam Privato Collegio Illustravit, Et A. 1625. Apud Nos Edidit. Cum Approbatione Academica	Monograph
PPN826228097	Hardt, Hermannus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1729	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019D6A00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019D6A00000000	1729	http://digital.staatsbibliothek-berlin.de/europeana/PPN826228097/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schnorrius	Open Access	Hardt, Hermannus: Considerare. In Studiorum Academicorum Incrementa In Academia Iulia A. MDCCXXIX Calendis Novembris Commendavit Hermannus von der Hardt, Academiæ Iuliæ Prorector. Helmstadii  Berlin 1729	Helmstadii	Historische Drucke	Considerare. In Studiorum Academicorum Incrementa In Academia Iulia A. MDCCXXIX Calendis Novembris Commendavit Hermannus von der Hardt, Academiæ Iuliæ Prorector	Monograph
PPN826228941	Hardt, Herman	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1716	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019D6E00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019D6E00000000	1716	http://digital.staatsbibliothek-berlin.de/europeana/PPN826228941/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schnorr	Open Access	Hardt, Herman: Hertzog Rudolph Augusts Freude, als Dessen Durchlauchtigste Frau Tochter Dorothea Sophia Verwittibte Hertzogin von Plön, Und Die Durchlauchtigste Fürstin und Frau, Frau Elisabetha Sophia Maria Regirende Landes Mutter, Die Rudolpheische Bibliothec auf der Academie zu Helmstedt A. 1716. den 24. Martii gnädigst besuchet. Helmstädt  Berlin 1716	Helmstädt	Historische Drucke	Hertzog Rudolph Augusts Freude, als Dessen Durchlauchtigste Frau Tochter Dorothea Sophia Verwittibte Hertzogin von Plön, Und Die Durchlauchtigste Fürstin und Frau, Frau Elisabetha Sophia Maria Regirende Landes Mutter, Die Rudolpheische Bibliothec auf der Academie zu Helmstedt A. 1716. den 24. Martii gnädigst besuchet	Monograph
PPN826228518	Hardt, Hermannus von der	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1730	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019D6D00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019D6D00000000	1730	http://digital.staatsbibliothek-berlin.de/europeana/PPN826228518/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schnorrius	Open Access	Hardt, Hermannus von der: Superare. Sermone Panegyrico In Academia Iulia Cum A. MDCCXXX. D. II. Ianuar. Magistratum Academicum Successori Traderet Contendit Hermannus von der Hardt Academiæ Iuliæ Exvicerector. Helmstadii  Berlin 1730	Helmstadii	Historische Drucke	Superare. Sermone Panegyrico In Academia Iulia Cum A. MDCCXXX. D. II. Ianuar. Magistratum Academicum Successori Traderet Contendit Hermannus von der Hardt Academiæ Iuliæ Exvicerector	Monograph
PPN833601857	Wonna, Georg  Pfaffreuter, Georg Ludwig  Ursin, Georg Heinrich  Meyer, Johann  Thill, Johann Gottlieb  Ernstus, W. P.  Barth, J. A.  Koch, Johann Georg  Serpilius, Georg  Stroelinus, Joh. Antonius  Morath, M. El.  Schilling, Joh. Andreas  Aeschinger, Joh. Sigism.  Metzger, Johann Joachim  Streubel, Ch.  Görritz Adrians, Johann Adam  Rochser, Joh. Gottfried  Wons, Joh. Erhardus  Pfaffreuterius, J. G.  Nieremberger, Gottlieb Ludwig  Nieremberger, Georg Nicolaus  Nieremberger, Johann Christoph  Nieremberger, Nikolaus  Nieremberger, Maria Sibylla	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1701	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001AE3400000000	http://resolver.staatsbibliothek-berlin.de/SBB0001AE3400000000	1701	http://digital.staatsbibliothek-berlin.de/europeana/PPN833601857/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Hofmannus	Open Access	Wonna, Georg  Pfaffreuter, Georg Ludwig  Ursin, Georg Heinrich  Meyer, Johann  Thill, Johann Gottlieb  Ernstus, W. P.  Barth, J. A.  Koch, Johann Georg  Serpilius, Georg  Stroelinus, Joh. Antonius  Morath, M. El.  Schilling, Joh. Andreas  Aeschinger, Joh. Sigism.  Metzger, Johann Joachim  Streubel, Ch.  Görritz Adrians, Johann Adam  Rochser, Joh. Gottfried  Wons, Joh. Erhardus  Pfaffreuterius, J. G.  Nieremberger, Gottlieb Ludwig  Nieremberger, Georg Nicolaus  Nieremberger, Johann Christoph  Nieremberger, Nikolaus  Nieremberger, Maria Sibylla: Omina Secundissima, Quibus Secundas Utrinque Nuptias Viri ... Dni. Nicolai Nierembergeri, Ecclesiæ Hic Orthodoxæ Ministri Fidelissimi, in[que] Gymnasio Ss. Theologiæ, Nec Non Ebraicæ Linguæ Institut. Professoris Publici Dignissimi, Cum Matrona ... Maria Sibylla, Viri ... Dni. M. Johann Christophori Landgravii, Gymnasii Olim Conrectoris Meritissimi, Relicta Vidua, Ipsis Nonis April. Celebratas Gratulabundi Prosequebantur Lætitiæ Publicæ Inde Exortæ Participes. A. O. R. MDCCI.. Ratisponae  Berlin 1701	Ratisponae	Historische Drucke	Omina Secundissima, Quibus Secundas Utrinque Nuptias Viri ... Dni. Nicolai Nierembergeri, Ecclesiæ Hic Orthodoxæ Ministri Fidelissimi, in[que] Gymnasio Ss. Theologiæ, Nec Non Ebraicæ Linguæ Institut. Professoris Publici Dignissimi, Cum Matrona ... Maria Sibylla, Viri ... Dni. M. Johann Christophori Landgravii, Gymnasii Olim Conrectoris Meritissimi, Relicta Vidua, Ipsis Nonis April. Celebratas Gratulabundi Prosequebantur Lætitiæ Publicæ Inde Exortæ Participes. A. O. R. MDCCI.	Monograph
